Project_Size,Weather_Conditions,Labor_Availability,Material_Availability,Site_Conditions,Government_Approvals,Budget_Issues,Equipment_Availability,Planned_Duration_Days,Actual_Completion_Days
Small,Snow,Sufficient,Delayed,Moderate,Pending,No,Available,54,80
Small,Snow,Sufficient,On-time,Bad,Approved,Yes,Available,337,370
Medium,Snow,Insufficient,On-time,Good,Approved,No,Available,77,101
Small,Storm,Sufficient,Delayed,Good,Approved,Yes,Delayed,201,230
Large,Rain,Sufficient,On-time,Good,Approved,Yes,Delayed,177,215
Medium,Rain,Insufficient,On-time,Moderate,Approved,No,Delayed,342,384
Medium,Rain,Sufficient,Delayed,Bad,Pending,No,Available,214,251
Small,Snow,Sufficient,On-time,Bad,Approved,Yes,Delayed,80,127
Medium,Snow,Insufficient,Delayed,Moderate,Pending,Yes,Available,178,193
Small,Snow,Sufficient,On-time,Bad,Approved,No,Delayed,38,72
Large,Clear,Sufficient,On-time,Bad,Approved,No,Available,309,308
Medium,Clear,Sufficient,Delayed,Bad,Approved,Yes,Delayed,96,107
Small,Rain,Sufficient,Delayed,Moderate,Approved,No,Delayed,167,180
Small,Rain,Insufficient,On-time,Bad,Approved,No,Available,284,309
Medium,Clear,Insufficient,Delayed,Bad,Pending,Yes,Available,149,181
Medium,Clear,Sufficient,Delayed,Moderate,Approved,No,Available,173,221
Large,Rain,Sufficient,On-time,Moderate,Approved,Yes,Available,196,210
Large,Rain,Sufficient,On-time,Bad,Approved,No,Delayed,271,282
Medium,Storm,Sufficient,Delayed,Bad,Approved,No,Available,339,373
Small,Rain,Insufficient,Delayed,Good,Pending,Yes,Delayed,241,280
Medium,Clear,Sufficient,On-time,Good,Approved,Yes,Delayed,357,390
Medium,Clear,Sufficient,On-time,Bad,Pending,Yes,Delayed,137,166
Large,Storm,Sufficient,On-time,Good,Approved,Yes,Available,364,376
Medium,Storm,Sufficient,On-time,Moderate,Pending,No,Delayed,176,224
Large,Rain,Insufficient,Delayed,Bad,Approved,No,Available,340,359
Large,Storm,Sufficient,On-time,Moderate,Pending,Yes,Delayed,74,104
Small,Rain,Sufficient,Delayed,Bad,Approved,Yes,Available,252,286
Medium,Rain,Sufficient,On-time,Good,Approved,No,Available,272,302
Medium,Snow,Sufficient,On-time,Moderate,Pending,No,Delayed,325,364
Large,Snow,Sufficient,On-time,Good,Pending,Yes,Delayed,144,175
Medium,Rain,Insufficient,Delayed,Moderate,Approved,Yes,Available,358,372
Large,Storm,Insufficient,Delayed,Bad,Pending,No,Delayed,168,182
Large,Clear,Insufficient,Delayed,Good,Pending,Yes,Available,271,316
Medium,Snow,Insufficient,On-time,Good,Approved,Yes,Delayed,89,127
Large,Rain,Insufficient,Delayed,Good,Pending,No,Delayed,296,313
Large,Rain,Sufficient,Delayed,Good,Approved,Yes,Available,279,325
Large,Clear,Insufficient,On-time,Good,Pending,Yes,Delayed,193,207
Small,Snow,Insufficient,Delayed,Good,Approved,Yes,Delayed,313,341
Large,Storm,Sufficient,Delayed,Good,Pending,No,Delayed,283,313
Medium,Storm,Sufficient,Delayed,Moderate,Approved,Yes,Available,34,45
Large,Rain,Sufficient,On-time,Good,Pending,Yes,Available,221,237
Medium,Rain,Sufficient,Delayed,Bad,Pending,No,Delayed,64,85
Small,Snow,Sufficient,Delayed,Good,Pending,No,Available,273,288
Medium,Rain,Sufficient,On-time,Bad,Pending,No,Available,299,339
Large,Snow,Insufficient,On-time,Bad,Pending,Yes,Delayed,38,78
Large,Clear,Insufficient,Delayed,Bad,Approved,Yes,Available,266,284
Large,Clear,Sufficient,Delayed,Moderate,Approved,No,Available,188,223
Large,Rain,Sufficient,On-time,Good,Pending,Yes,Available,333,369
Large,Snow,Insufficient,Delayed,Moderate,Approved,No,Delayed,320,345
Medium,Snow,Sufficient,On-time,Bad,Approved,No,Delayed,150,162
Large,Storm,Sufficient,On-time,Bad,Approved,No,Delayed,262,300
Large,Rain,Insufficient,On-time,Moderate,Pending,No,Delayed,230,253
Small,Storm,Insufficient,Delayed,Moderate,Pending,No,Available,115,155
Small,Storm,Insufficient,On-time,Bad,Approved,Yes,Delayed,117,133
Small,Storm,Insufficient,On-time,Bad,Pending,Yes,Available,60,91
Large,Snow,Insufficient,Delayed,Bad,Approved,Yes,Delayed,223,261
Large,Rain,Sufficient,Delayed,Bad,Approved,Yes,Available,272,282
Small,Storm,Sufficient,Delayed,Moderate,Pending,No,Available,352,384
Medium,Snow,Sufficient,Delayed,Moderate,Pending,Yes,Available,71,110
Large,Clear,Insufficient,On-time,Moderate,Pending,Yes,Available,357,398
Medium,Storm,Sufficient,On-time,Moderate,Approved,No,Delayed,157,206
Medium,Snow,Sufficient,On-time,Good,Pending,Yes,Available,126,165
Medium,Snow,Insufficient,On-time,Moderate,Approved,No,Delayed,161,201
Medium,Rain,Sufficient,On-time,Moderate,Pending,No,Delayed,76,95
Medium,Clear,Sufficient,Delayed,Moderate,Approved,Yes,Available,79,104
Medium,Snow,Insufficient,Delayed,Good,Approved,No,Delayed,199,217
Medium,Storm,Insufficient,On-time,Bad,Pending,Yes,Available,131,177
Small,Storm,Insufficient,Delayed,Good,Approved,Yes,Available,120,149
Small,Storm,Sufficient,On-time,Moderate,Approved,Yes,Delayed,356,377
Small,Rain,Insufficient,Delayed,Bad,Approved,No,Available,297,326
Small,Snow,Insufficient,Delayed,Moderate,Pending,No,Delayed,171,214
Large,Clear,Sufficient,Delayed,Bad,Approved,No,Delayed,233,269
Small,Rain,Sufficient,Delayed,Bad,Approved,Yes,Delayed,38,80
Large,Snow,Sufficient,On-time,Moderate,Pending,Yes,Delayed,88,131
Small,Rain,Insufficient,On-time,Good,Pending,No,Delayed,235,267
Large,Storm,Sufficient,On-time,Good,Pending,Yes,Available,315,330
Small,Snow,Insufficient,Delayed,Bad,Approved,No,Delayed,82,97
Large,Clear,Sufficient,Delayed,Bad,Approved,No,Delayed,193,225
Large,Snow,Sufficient,On-time,Good,Pending,No,Delayed,73,102
Medium,Snow,Sufficient,On-time,Bad,Approved,No,Delayed,326,343
Large,Storm,Sufficient,On-time,Good,Approved,No,Available,236,262
Large,Rain,Insufficient,On-time,Bad,Approved,No,Available,362,376
Medium,Rain,Insufficient,On-time,Bad,Approved,Yes,Available,231,260
Medium,Rain,Insufficient,On-time,Good,Pending,Yes,Delayed,67,110
Small,Rain,Insufficient,Delayed,Good,Approved,Yes,Delayed,260,279
Large,Clear,Sufficient,Delayed,Good,Approved,No,Delayed,172,206
Large,Snow,Insufficient,On-time,Moderate,Pending,Yes,Delayed,335,379
Small,Rain,Insufficient,Delayed,Good,Approved,No,Available,230,243
Medium,Rain,Insufficient,Delayed,Moderate,Approved,No,Delayed,245,261
Large,Rain,Sufficient,On-time,Bad,Pending,Yes,Available,108,154
Medium,Clear,Insufficient,On-time,Bad,Approved,No,Available,32,44
Small,Clear,Sufficient,Delayed,Good,Pending,No,Delayed,254,295
Medium,Snow,Sufficient,Delayed,Bad,Pending,Yes,Available,312,341
Small,Storm,Insufficient,Delayed,Bad,Approved,No,Delayed,62,77
Medium,Snow,Insufficient,On-time,Bad,Approved,Yes,Delayed,356,388
Small,Storm,Insufficient,On-time,Moderate,Approved,No,Available,65,108
Large,Rain,Insufficient,On-time,Moderate,Approved,No,Delayed,182,216
Small,Clear,Insufficient,On-time,Moderate,Approved,No,Available,196,245
Medium,Storm,Insufficient,On-time,Bad,Approved,No,Available,159,205
Medium,Clear,Insufficient,Delayed,Good,Pending,No,Available,212,232
Small,Snow,Insufficient,On-time,Moderate,Approved,Yes,Available,193,230
Medium,Clear,Sufficient,On-time,Moderate,Pending,No,Delayed,230,278
Small,Rain,Insufficient,On-time,Moderate,Pending,No,Delayed,306,345
Small,Storm,Insufficient,On-time,Bad,Pending,No,Delayed,36,58
Small,Rain,Sufficient,Delayed,Bad,Approved,Yes,Delayed,48,83
Small,Clear,Sufficient,Delayed,Good,Pending,No,Available,62,80
Small,Rain,Sufficient,Delayed,Moderate,Approved,Yes,Available,218,254
Large,Clear,Insufficient,On-time,Good,Pending,No,Delayed,269,292
Medium,Snow,Insufficient,On-time,Bad,Pending,Yes,Available,230,244
Large,Clear,Sufficient,Delayed,Good,Pending,Yes,Delayed,249,287
Large,Rain,Insufficient,On-time,Moderate,Approved,Yes,Available,134,153
Large,Clear,Insufficient,On-time,Good,Pending,No,Delayed,141,153
Small,Storm,Sufficient,Delayed,Bad,Pending,No,Delayed,89,123
Small,Snow,Insufficient,Delayed,Good,Pending,Yes,Delayed,225,273
Large,Storm,Insufficient,Delayed,Moderate,Approved,No,Delayed,182,218
Medium,Snow,Sufficient,Delayed,Bad,Pending,No,Delayed,313,337
Small,Rain,Insufficient,Delayed,Bad,Approved,No,Delayed,212,235
Small,Snow,Insufficient,Delayed,Moderate,Approved,No,Delayed,118,128
Medium,Storm,Insufficient,On-time,Good,Pending,No,Available,361,380
Large,Snow,Sufficient,On-time,Good,Pending,Yes,Available,72,121
Medium,Snow,Sufficient,On-time,Good,Approved,No,Delayed,319,330
Large,Snow,Sufficient,Delayed,Moderate,Approved,No,Delayed,169,188
Medium,Storm,Sufficient,Delayed,Bad,Pending,Yes,Delayed,146,177
Large,Clear,Insufficient,Delayed,Moderate,Pending,No,Available,31,76
Large,Storm,Sufficient,On-time,Good,Approved,No,Delayed,113,137
Large,Clear,Sufficient,On-time,Bad,Approved,No,Delayed,46,64
Large,Storm,Insufficient,On-time,Good,Pending,Yes,Delayed,33,51
Medium,Rain,Sufficient,On-time,Good,Approved,No,Delayed,137,177
Small,Storm,Sufficient,On-time,Good,Approved,Yes,Available,270,302
Small,Clear,Sufficient,Delayed,Good,Approved,Yes,Delayed,197,213
Medium,Storm,Insufficient,Delayed,Good,Pending,No,Delayed,37,78
Large,Rain,Insufficient,Delayed,Bad,Approved,Yes,Available,205,243
Medium,Rain,Sufficient,On-time,Bad,Pending,No,Delayed,33,81
Medium,Clear,Insufficient,On-time,Good,Approved,No,Delayed,302,317
Small,Rain,Insufficient,Delayed,Moderate,Approved,Yes,Delayed,155,176
Medium,Storm,Sufficient,Delayed,Moderate,Approved,No,Available,249,263
Small,Clear,Insufficient,Delayed,Bad,Pending,Yes,Available,106,150
Large,Clear,Sufficient,On-time,Bad,Pending,Yes,Available,329,374
Medium,Snow,Insufficient,Delayed,Bad,Approved,No,Delayed,47,79
Large,Storm,Sufficient,Delayed,Moderate,Approved,No,Available,217,236
Small,Snow,Sufficient,On-time,Bad,Pending,No,Available,131,157
Medium,Snow,Insufficient,On-time,Moderate,Approved,Yes,Delayed,354,388
Large,Snow,Sufficient,Delayed,Good,Approved,Yes,Available,190,224
Small,Rain,Sufficient,Delayed,Good,Pending,Yes,Delayed,167,193
Medium,Rain,Sufficient,Delayed,Moderate,Approved,No,Delayed,52,62
Large,Storm,Sufficient,On-time,Good,Pending,No,Available,316,328
Large,Storm,Insufficient,Delayed,Moderate,Approved,No,Delayed,363,401
Medium,Rain,Sufficient,Delayed,Moderate,Approved,No,Available,325,363
Medium,Snow,Sufficient,On-time,Bad,Approved,Yes,Available,72,82
Medium,Clear,Sufficient,Delayed,Good,Approved,Yes,Delayed,205,227
Small,Rain,Sufficient,On-time,Moderate,Pending,Yes,Delayed,350,394
Small,Clear,Insufficient,On-time,Bad,Pending,Yes,Delayed,266,289
Large,Storm,Sufficient,Delayed,Moderate,Pending,No,Delayed,207,237
Large,Snow,Insufficient,Delayed,Moderate,Pending,No,Delayed,165,194
Small,Rain,Sufficient,Delayed,Moderate,Approved,No,Delayed,124,163
Medium,Snow,Insufficient,Delayed,Bad,Approved,No,Delayed,95,119
Medium,Clear,Sufficient,On-time,Moderate,Approved,No,Delayed,198,226
Small,Clear,Insufficient,Delayed,Good,Pending,No,Delayed,203,225
Medium,Rain,Sufficient,Delayed,Bad,Pending,Yes,Delayed,133,165
Large,Rain,Insufficient,On-time,Moderate,Pending,No,Available,324,372
Medium,Rain,Insufficient,Delayed,Good,Pending,No,Available,292,321
Large,Storm,Insufficient,Delayed,Good,Approved,Yes,Delayed,61,104
Small,Rain,Insufficient,On-time,Bad,Approved,No,Available,307,330
Small,Rain,Insufficient,On-time,Bad,Pending,No,Available,54,93
Medium,Storm,Sufficient,On-time,Bad,Pending,Yes,Delayed,296,327
Medium,Clear,Insufficient,On-time,Bad,Approved,No,Delayed,348,394
Medium,Clear,Sufficient,Delayed,Bad,Approved,Yes,Delayed,111,140
Small,Snow,Insufficient,On-time,Moderate,Pending,No,Delayed,234,247
Small,Clear,Insufficient,On-time,Moderate,Pending,No,Delayed,176,195
Small,Rain,Insufficient,Delayed,Moderate,Pending,Yes,Delayed,334,366
Small,Clear,Insufficient,On-time,Good,Approved,Yes,Delayed,53,66
Large,Snow,Insufficient,Delayed,Bad,Approved,Yes,Available,259,287
Large,Rain,Sufficient,Delayed,Bad,Pending,Yes,Delayed,178,194
Medium,Snow,Sufficient,On-time,Bad,Approved,No,Delayed,133,158
Large,Snow,Sufficient,Delayed,Moderate,Pending,No,Delayed,84,99
Small,Storm,Insufficient,On-time,Good,Approved,No,Available,278,326
Medium,Storm,Insufficient,Delayed,Moderate,Approved,No,Delayed,36,66
Medium,Clear,Insufficient,On-time,Bad,Pending,Yes,Available,225,248
Small,Snow,Sufficient,Delayed,Good,Approved,No,Delayed,129,153
Small,Rain,Insufficient,Delayed,Good,Approved,No,Available,312,331
Medium,Snow,Insufficient,Delayed,Good,Approved,Yes,Delayed,293,315
Large,Clear,Sufficient,Delayed,Bad,Pending,No,Delayed,269,280
Small,Rain,Insufficient,Delayed,Good,Pending,No,Delayed,225,271
Small,Storm,Insufficient,Delayed,Moderate,Pending,No,Delayed,44,69
Large,Rain,Sufficient,Delayed,Moderate,Approved,Yes,Delayed,250,265
Small,Storm,Insufficient,On-time,Moderate,Pending,No,Available,218,249
Large,Clear,Insufficient,On-time,Good,Pending,Yes,Delayed,312,356
Medium,Clear,Sufficient,On-time,Bad,Approved,No,Available,44,47
Large,Clear,Insufficient,On-time,Moderate,Approved,No,Available,48,64
Small,Storm,Insufficient,Delayed,Moderate,Pending,No,Available,310,339
Medium,Clear,Insufficient,Delayed,Bad,Approved,No,Available,109,152
Small,Storm,Sufficient,Delayed,Good,Pending,No,Delayed,202,241
Small,Storm,Insufficient,Delayed,Moderate,Pending,No,Available,38,84
Large,Snow,Insufficient,On-time,Moderate,Pending,Yes,Delayed,309,331
Medium,Snow,Insufficient,Delayed,Good,Pending,No,Available,144,160
Small,Rain,Insufficient,On-time,Good,Approved,Yes,Delayed,93,126
Medium,Snow,Insufficient,On-time,Moderate,Pending,No,Available,182,209
Small,Storm,Sufficient,Delayed,Good,Pending,No,Delayed,223,253
Small,Storm,Sufficient,Delayed,Moderate,Approved,Yes,Available,150,187
Medium,Clear,Insufficient,On-time,Bad,Pending,No,Delayed,293,331
Small,Snow,Insufficient,Delayed,Bad,Pending,Yes,Available,275,317
Large,Storm,Insufficient,On-time,Moderate,Pending,No,Delayed,160,175
Small,Storm,Sufficient,On-time,Good,Pending,Yes,Available,51,67
Large,Clear,Insufficient,Delayed,Good,Pending,Yes,Delayed,233,244
Large,Clear,Insufficient,Delayed,Moderate,Pending,No,Available,337,365
Small,Rain,Sufficient,On-time,Good,Pending,Yes,Delayed,330,346
Large,Storm,Sufficient,Delayed,Good,Pending,No,Delayed,78,97
Small,Rain,Insufficient,On-time,Good,Approved,No,Delayed,97,128
Small,Snow,Insufficient,Delayed,Moderate,Approved,No,Delayed,208,242
Medium,Clear,Insufficient,On-time,Moderate,Approved,No,Delayed,81,122
Large,Snow,Sufficient,Delayed,Bad,Approved,No,Available,350,376
Small,Clear,Insufficient,Delayed,Moderate,Approved,No,Available,241,265
Medium,Snow,Sufficient,Delayed,Moderate,Pending,No,Available,264,282
Medium,Snow,Sufficient,On-time,Bad,Pending,Yes,Delayed,228,257
Small,Rain,Insufficient,Delayed,Good,Approved,No,Available,87,126
Small,Storm,Insufficient,On-time,Bad,Approved,No,Available,90,127
Medium,Clear,Insufficient,Delayed,Moderate,Approved,No,Delayed,100,142
Small,Storm,Sufficient,On-time,Moderate,Pending,Yes,Available,201,218
Medium,Rain,Sufficient,Delayed,Good,Approved,Yes,Delayed,204,243
Large,Clear,Insufficient,Delayed,Bad,Approved,Yes,Available,272,293
Small,Snow,Sufficient,Delayed,Good,Approved,No,Delayed,278,308
Medium,Storm,Sufficient,On-time,Moderate,Approved,No,Delayed,76,94
Small,Clear,Sufficient,On-time,Good,Pending,No,Delayed,109,120
Large,Storm,Insufficient,Delayed,Good,Pending,Yes,Available,214,263
Small,Clear,Insufficient,Delayed,Good,Pending,Yes,Delayed,230,247
Large,Snow,Insufficient,On-time,Good,Pending,Yes,Delayed,159,172
Medium,Snow,Insufficient,On-time,Bad,Approved,No,Available,200,210
Large,Snow,Insufficient,On-time,Moderate,Approved,Yes,Available,275,318
Large,Storm,Insufficient,On-time,Moderate,Approved,Yes,Available,200,223
Small,Storm,Insufficient,Delayed,Moderate,Pending,No,Available,267,312
Medium,Storm,Insufficient,On-time,Moderate,Approved,Yes,Delayed,85,95
Large,Clear,Insufficient,Delayed,Good,Pending,No,Delayed,233,258
Medium,Clear,Sufficient,On-time,Bad,Pending,No,Available,205,218
Large,Snow,Insufficient,On-time,Bad,Approved,No,Available,213,239
Large,Snow,Sufficient,Delayed,Bad,Approved,Yes,Available,210,256
Medium,Snow,Sufficient,Delayed,Bad,Approved,No,Delayed,332,375
Large,Rain,Insufficient,On-time,Bad,Pending,No,Delayed,62,75
Medium,Storm,Insufficient,Delayed,Bad,Pending,No,Available,203,221
Medium,Snow,Sufficient,On-time,Good,Approved,Yes,Available,222,254
Small,Storm,Sufficient,On-time,Bad,Approved,No,Delayed,334,352
Large,Storm,Insufficient,Delayed,Good,Approved,Yes,Delayed,223,267
Medium,Clear,Sufficient,Delayed,Moderate,Approved,No,Delayed,239,255
Medium,Snow,Sufficient,On-time,Good,Pending,No,Available,176,190
Small,Rain,Insufficient,Delayed,Good,Approved,Yes,Available,292,326
Small,Rain,Insufficient,Delayed,Moderate,Pending,No,Available,215,235
Large,Storm,Sufficient,Delayed,Moderate,Approved,No,Available,38,52
Small,Clear,Sufficient,On-time,Bad,Pending,Yes,Available,44,71
Large,Rain,Insufficient,On-time,Moderate,Pending,No,Available,67,93
Medium,Clear,Insufficient,Delayed,Good,Approved,Yes,Delayed,116,126
Small,Rain,Insufficient,On-time,Moderate,Pending,No,Available,289,308
Small,Storm,Sufficient,On-time,Bad,Approved,Yes,Available,328,377
Small,Storm,Insufficient,Delayed,Bad,Approved,No,Available,226,242
Small,Rain,Sufficient,On-time,Bad,Pending,No,Delayed,144,175
Large,Storm,Insufficient,On-time,Moderate,Pending,No,Delayed,111,122
Medium,Clear,Sufficient,Delayed,Moderate,Approved,No,Delayed,261,285
Small,Clear,Insufficient,Delayed,Bad,Approved,No,Delayed,253,295
Large,Storm,Sufficient,Delayed,Bad,Approved,No,Available,63,94
Small,Rain,Sufficient,On-time,Good,Pending,Yes,Delayed,243,267
Large,Clear,Sufficient,Delayed,Moderate,Approved,Yes,Available,157,205
Medium,Storm,Sufficient,On-time,Moderate,Approved,No,Available,173,220
Small,Clear,Insufficient,On-time,Good,Approved,Yes,Available,196,221
Medium,Clear,Insufficient,Delayed,Moderate,Approved,No,Delayed,168,208
Medium,Storm,Insufficient,Delayed,Good,Pending,No,Delayed,89,112
Medium,Snow,Insufficient,Delayed,Bad,Pending,No,Delayed,108,135
Large,Clear,Sufficient,On-time,Moderate,Approved,No,Available,58,61
Small,Snow,Insufficient,Delayed,Moderate,Pending,No,Available,147,162
Large,Clear,Sufficient,On-time,Bad,Approved,Yes,Available,49,91
Large,Snow,Sufficient,On-time,Good,Approved,No,Available,68,94
Medium,Storm,Insufficient,On-time,Good,Approved,No,Available,31,73
Small,Storm,Insufficient,On-time,Good,Approved,Yes,Available,303,325
Medium,Clear,Sufficient,Delayed,Good,Approved,No,Available,98,129
Medium,Storm,Sufficient,On-time,Good,Pending,Yes,Delayed,157,201
Medium,Rain,Sufficient,On-time,Moderate,Approved,Yes,Available,147,157
Large,Storm,Insufficient,Delayed,Bad,Pending,No,Available,49,91
Large,Rain,Sufficient,On-time,Bad,Approved,No,Delayed,150,193
Medium,Clear,Insufficient,On-time,Good,Approved,No,Delayed,65,97
Medium,Rain,Sufficient,Delayed,Moderate,Approved,Yes,Available,213,228
Medium,Snow,Sufficient,Delayed,Bad,Pending,No,Delayed,270,289
Small,Storm,Insufficient,On-time,Moderate,Approved,Yes,Available,207,221
Medium,Clear,Insufficient,Delayed,Good,Approved,Yes,Delayed,116,164
Large,Storm,Sufficient,Delayed,Moderate,Pending,Yes,Available,72,118
Medium,Rain,Insufficient,On-time,Moderate,Pending,No,Available,262,301
Large,Storm,Insufficient,On-time,Moderate,Pending,Yes,Available,62,98
Small,Clear,Insufficient,On-time,Bad,Approved,Yes,Delayed,181,191
Large,Storm,Insufficient,Delayed,Moderate,Pending,No,Available,356,373
Small,Storm,Sufficient,Delayed,Good,Approved,No,Available,154,202
Medium,Clear,Insufficient,On-time,Good,Approved,No,Available,228,251
Medium,Storm,Insufficient,Delayed,Good,Pending,No,Delayed,333,376
Medium,Rain,Sufficient,Delayed,Moderate,Approved,Yes,Delayed,291,334
Small,Rain,Insufficient,Delayed,Good,Approved,Yes,Available,151,170
Large,Rain,Sufficient,Delayed,Bad,Pending,Yes,Available,287,315
Small,Snow,Sufficient,Delayed,Bad,Approved,Yes,Available,174,220
Small,Rain,Sufficient,On-time,Bad,Pending,No,Delayed,129,166
Small,Rain,Insufficient,Delayed,Moderate,Approved,Yes,Delayed,270,299
Large,Clear,Insufficient,On-time,Good,Approved,Yes,Available,121,144
Medium,Storm,Sufficient,On-time,Good,Approved,Yes,Available,246,289
Medium,Storm,Sufficient,On-time,Good,Approved,Yes,Delayed,200,237
Large,Snow,Sufficient,Delayed,Moderate,Pending,No,Available,50,61
Small,Snow,Insufficient,Delayed,Good,Approved,No,Available,168,199
